SampleID	DeadendCount
KGVET-2020-01-3721-3	0
2018-01-4639	5
KGVET-2020-01-3515	5
KGVET-2020-01-2158-1	0
2018-01-711	0
KGVETS-2019-01-3793	0
KGVETS-2019-01-4380	0
KGVETS-2019-01-4118	0
KGVETS-2019-01-326	0
KGVETS-2019-01-3185	5
KGVET-2020-01-2067-1	2
KGVETS-2019-01-3127	2
KGVETS-2019-01-3187	0
2018-01-3094	0
KGVETS-2019-01-376	2
KGVET-2020-01-2328-1	2
KGVETS-2019-01-2303	0
KGVET-2020-01-3421-1	0
2018-01-778	2
KGVETS-2019-01-3158	2
2018-01-3723	2
KP_NORM_BLD_114458	18
KP_NORM_BLD_112603	8
KGVET-2019-01-3619	4
KGMAR-2019-1434	2
2018-01-2734	0
2018-01-1439	0
KGVET-2020-01-2959-1	4
KGVET-2019-01-3472-4	2
2018-01-707	0
KGVET-2020-01-2496-3	3
KGMAR-2016-1198	0
KGMAR-2016-1178	0
KGMAR-2016-1397	0
KGVET-2019-01-2264	0
KP_NORM_BLD_13129	26
KP_NORM_BLD_116392	7
KP_NORM_BLD_115706	20
KGVETS-2019-01-4908	0
KP_NORM_BLD_12850	102
KP_NORM_BLD_115796	35
KGVETS-2019-01-604	0
KGVETS-2019-01-4848	0
KGVETS-2019-01-902	0
KGVETS-2019-01-5108	0
KGVETS-2019-01-901	2
KP_NORM_BLD_1032	27
KP_NORM_BLD_112922	22
KP_NORM_BLD_113888	6
KP_NORM_BLD_114482	13
KP_NORM_BLD_115351	8
KP_NORM_BLD_112916	13
KGVETS-2019-01-4639	4
KP_NORM_BLD_111588	24
KP_NORM_BLD_110772	55
KP_NORM_BLD_112911	413
KP_NORM_BLD_113768	212
KP_NORM_BLD_115332	30
KP_NORM_BLD_113321	34
KGVETS-2019-01-476	0
KP_NORM_BLD_112596	19
KP_NORM_BLD_114473	18
KP_NORM_BLD_114309	13
KP_NORM_BLD_111598	96
KP_NORM_BLD_112904	23
KP_NORM_BLD_115369	19
KP_NORM_BLD_112908	33
KP_NORM_BLD_114453	172
KP_NORM_BLD_113315	27
KP_NORM_BLD_114487	12
KP_NORM_BLD_114603	8
KP_NORM_BLD_112925	27
KGVETS-2019-01-587	0
KP_NORM_BLD_112590	6
KGVETS-2019-01-4937	0
KP_NORM_BLD_117477	15
KP_NORM_BLD_12934	41
KP_NORM_BLD_13372	4
KP_NORM_BLD_13379	4
KP_NORM_BLD_13380	8
KP_NORM_BLD_13375	0
KP_NORM_BLD_13377	5
KP_NORM_BLD_13748	646
KP_NORM_BLD_14222	26
KP_NORM_BLD_1348	5
KP_NORM_BLD_13757	18
KP_NORM_BLD_13382	0
KP_NORM_BLD_13127	20
KP_NORM_BLD_116566	11
KP_NORM_BLD_116378	10
KP_NORM_BLD_116239	14
KP_NORM_BLD_116570	15
KP_NORM_BLD_13123	23
KP_NORM_BLD_116241	18
KP_NORM_BLD_13880	31
KP_NORM_BLD_1883	47
KP_NORM_BLD_13889	16
KP_NORM_BLD_13886	34
KP_NORM_BLD_2008_55014	23
KP_NORM_BLD_14179	36
KP_NORM_BLD_2007_48102	12
KP_NORM_BLD_14177	180
KP_NORM_BLD_2006_37102	35
KP_NORM_BLD_2014_104014	0
KP_NORM_BLD_13383	10
KP_NORM_BLD_14164	19
KP_NORM_BLD_60778	22
KP_NORM_BLD_2799	12
KP_NORM_BLD_1692	12
KP_NORM_BLD_1347	8
KP_NORM_BLD_2005_1167	19
KP_NORM_BLD_2014_96855	0
KP_NORM_BLD_3074	19
KP_NORM_BLD_13738	41
KP_NORM_BLD_1339	15
KP_NORM_BLD_2015_115359	10
KP_NORM_BLD_2013_88977	24
KP_NORM_BLD_2010_70236	8
KP_NORM_BLD_2015_108843	14
KP_NORM_BLD_225	30
KP_NORM_BLD_2014_104302	0
KP_NORM_BLD_60803	22
KP_NORM_BLD_2508	21
KP_NORM_BLD_13534	15
KP_NORM_BLD_2009_61895	12
KP_NORM_BLD_2006_36504	23
KP_NORM_BLD_61439	6
KP_NORM_BLD_2014_101320	0
KP_NORM_BLD_60874	20
KP_NORM_BLD_2395	16
KP_NORM_BLD_2012_85054	16
KP_NORM_BLD_2015_112126	9
KP_NORM_BLD_60562	18
KP_NORM_BLD_2014_103381	0
KP_NORM_BLD_2008_54824	12
KP_NORM_BLD_60723	12
KP_NORM_BLD_231	7
KP_NORM_BLD_2007_46696	6
KP_NORM_BLD_2008_55153	26
KP_NORM_BLD_2009_62777	12
KP_NORM_BLD_2007_48114	15
KP_NORM_BLD_62504	10
KP_NORM_URN_2012_81428	12
KP_NORM_BLD_2009_62172	17
KP_NORM_URN_106847	0
KP_NORM_BLD_62638	26
KP_NORM_BLD_63801	15
KP_NORM_BLD_62926	17
KP_NORM_BLD_63815	26
KP_NORM_URN_106487	10
KP_NORM_BLD_63839	2
KP_NORM_BLD_61444	2
KP_NORM_BLD_63842	11
KP_NORM_URN_109342	0
KP_NORM_BLD_62914	29
KP_NORM_BLD_61886	8
KP_NORM_URN_2013_95819	34
KP_NORM_BLD_62922	41
KP_NORM_URN_113027	0
KP_NORM_BLD_62912	22
KP_NORM_BLD_61459	0
KP_NORM_BLD_62512	24
KP_NORM_BLD_61894	41
KP_NORM_URN_114421	0
KP_NORM_URN_2013_95439	4
KP_NORM_BLD_62649	21
KP_NORM_BLD_2012_85408	8
KP_NORM_BLD_2013_91198	10
KP_NORM_BLD_2011_74838	9
KP_NORM_BLD_2012_86925	7
KP_NORM_BLD_2008_54367	27
KP_NORM_BLD_2497	19
KP_NORM_BLD_60429	23
KP_NORM_BLD_2009_61298	8
KP_NORM_BLD_62920	36
KP_NORM_BLD_2008_54823	21
KP_NORM_BLD_62934	43
KP_NORM_URN_57225	0
KP_NORM_URN_57979	0
KP_NORM_URN_56847	0
KP_NORM_URN_57447	0
KP_NORM_BLD_62202	14
KP_NORM_URN_2015_107962	12
KP_NORM_URN_2014_96612	0
KP_NORM_URN_2015_109358	24
KP_NORM_URN_2014_97411	0
KP_NORM_URN_57409	0
KP_NORM_URN_2014_97671	0
NK_H15_047	66
KP_NORM_URN_2014_99206	0
KP_NORM_URN_2014_101205	0
KP_NORM_URN_2015_109056	22
KP_NORM_URN_2015_109238	19
NK_H1_001	8
KP_NORM_URN_2014_97392	2
KP_NORM_URN_2015_109604	2
KP_NORM_URN_2013_96200	6
KP_NORM_URN_2014_97677	0
NK_H17_017	22
NK_H19_015	2
KP_NORM_URN_57023	0
KP_NORM_URN_57042	0
KP_NORM_URN_56668	4
KP_NORM_URN_56534	0
KP_NORM_URN_2013_95788	10
KP_NORM_URN_2013_95951	36
KP_NORM_URN_2015_107836	14
KP_NORM_BLD_70	16
KP_NORM_BLD_63395	9
KP_NORM_URN_57002	2
KP_NORM_URN_2012_81416	24
KP_NORM_BLD_62486	14
KP_NORM_URN_58261	0
KP_NORM_BLD_62164	16
KP_NORM_BLD_2014_102946	0
KP_NORM_BLD_228	12
KP_NORM_BLD_61295	14
KP_NORM_BLD_2247	19
KP_NORM_BLD_2254	4
KP_NORM_URN_58012	8
KP_NORM_BLD_61273	39
KP_NORM_URN_57455	0
KP_NORM_BLD_2011_75117	14
KP_NORM_URN_58251	0
KP_NORM_URN_57695	0
KP_NORM_URN_58233	0
KP_NORM_URN_58342	0
KP_NORM_BLD_2009_63475	12
KP_NORM_BLD_2014_101821	0
KP_NORM_BLD_2010_71621	12
KP_NORM_BLD_2013_92328	7
KP_NORM_BLD_2015_111587	27
KP_NORM_BLD_2013_91444	6
NK_H14_001	42
KP_NORM_BLD_2014_100833	0
KP_NORM_BLD_2014_100848	0
KP_NORM_BLD_2012_86962	14
KP_NORM_BLD_2009_63807	51
KP_NORM_BLD_2010_70364	8
KP_NORM_BLD_2011_75461	6
KP_NORM_BLD_2013_90851	62
KP_NORM_URN_107976	0
NK_H12_023	8
NK_H12_057	2
NK_H22_045	20
NK_H14_036	2
NK_H12_048	0
NK_H12_086	75
NK_H14_063	40
NK_H21_056A	4
NK_H15_032	111
NK_H12_100	113
NK_H12_018	8
NK_H11_006	0
NK_H21_015	32
NK_H12_034	0
NK_H21_036	31
NK_H15_001	28
NK_H15_025	74
KP_NORM_URN_58394	0
NK_H15_002	12
NK_H14_058	0
NK_H14_057	22
NK_H14_033	2
NK_H17_002	27
NK_H15_014	30
NK_H15_021	24
NK_H15_022	30
NK_H17_018	16
NK_H12_038	13
NK_H15_048	48
NK_H12_053	6
NK_H16_023	0
NK_H12_041	3
NK_H15_042	29
NK_H16_021	0
NK_H2_021	0
NK_H14_010	2
NK_H12_068	0
NK_H23_002	26
NK_H23_041	35
NK_H18_005	0
NK_H16_016	4
NK_H20_010	1
NK_H14_037	0
NK_H17_042	46
NK_H18_003	2
NK_H17_023	48
NK_H14_015	1
NK_H14_050	3
NK_H16_005	0
NK_H11_013	0
NK_H12_028	2
NK_H17_034	25
NK_H14_042	24
NK_H13_003	23
NK_H16_012	0
NK_H18_074	39
NK_H1_002	8
NK_H15_056	17
NK_H18_072	21
NK_H18_038	24
NK_H23_019	18
NK_H18_073	116
NK_H18_054	79
NK_H22_075	17
NK_H22_009	6
NK_H23_015	0
NK_H22_015	2
NK_H21_076	2
T7-032	2
NK_H12_035	2
NK_H22_018	12
NK_H21_037	18
NK_H20_007	0
NK_H1_011	5
T7-097	0
T7-115	0
NK_H1_050	18
NK_H18_019	35
NK_H18_026	56
NK_H19_011	0
NK_H1_040	0
NK_H15_060	0
NK_H18_050	115
NK_H1_012	14
NK_H1_037	96
T7-165	4
NK_H1_059	25
NK_H1_044	9
NK_H1_041	0
NK_H9_006	0
T7-011	0
NK_H8_118	3
NK_H8_100	9
T7-160	0
NK_H9_001	22
NK_H8_114	1
T7-185	4
NK_H8_111	2
T7-179	13
T7-153	0
T7-180	2
T7-133	0
T7-146	0
T7-125	0
T7-158	0
NK_H24_054	2
NK_H23_027	18
T7-141	0
T7-129	0
NK_H21_067	0
T7-103	0
T7-085	0
NK_H1_111	23
T7-181	0
T7-105	0
NK_H1_109	19
T7-089	0
T7-096	0
NK_H21_029	29
NK_H1_074	4
NK_H1_098	0
NK_H1_084	0
NK_H21_049	1
NK_H20_015	0
NK_H1_091	0
NK_H21_050	0
NK_H21_011	20
NK_H21_005	19
NK_H21_014	30
NK_H21_010	11
NK_H21_080	0
NK_H21_078	0
NK_H21_023	38
NK_H22_053	15
NK_H23_006	0
NK_H22_013	8
NK_H22_027	4
NK_H24_044	0
NK_H23_045	34
NK_H4_006	0
NK_H22_070	17
NK_H23_005	18
NK_H22_076	25
NK_H25_002	0
NK_H24_028	0
NK_H24_010	54
NK_H22_060	27
NK_H26_006	12
NK_H29_003	2
NK_H3_009	0
NK_H5_010	91
NK_H23_014	0
NK_H23_049	40
NK_H23_007	30
NK_H24_016	0
NK_H2_019	0
NK_H2_020	0
NK_H24_006	21
NK_H2_007	0
NK_H10_003	51
NK_H12_063	42
T7-460	0
T7-414	0
T7-442	0
T7-424	2
T7-410	2
T7-335	0
T7-267	0
T7-259	0
T7-273	0
T7-290	0
T7-292	0
T7-296	0
T7-286	0
T7-311	0
T7-365	0
T7-425	0
T7-289	2
T7-472	0
T7-326	0
T7-457	0
T7-439	0
T7-394	0
T7-234	3
T7-493	0
T7-445	0
NK_H4_026	3
NK_H28_005	0
NK_H4_002	0
NK_H3_015	0
NK_H25_013	2
NK_H3_002	2
NK_H7_005	0
T7-378	0
T7-398	0
NK_H3_007	37
NK_H5_014	88
NK_H3_019	1
NK_H3_001	2
NK_H5_016	31
NK_H5_031	14
NK_H8_044	25
T7-349	0
T7-402	0
NK_H8_022	42
T7-393	0
T7-333	0
T7-264	0
T7-262	2
T7-189	0
T7-220	0
T7-200	2
NK_H8_002	0
T7-211	2
T7-475	0
NK_H7_010	5
NK_H8_083	30
NK_H8_070	44
NK_H8_077	32
NK_H8_045	30
NK_H8_008	290
NK_H8_057	30
NK_H8_052	16
NK_H8_011	4
T7-051	0
T7-072	0
T7-078	0
T7-050	0
NK_H8_060	34
T7-036	0
T7-034	2
T7-020	0
T7-019	0
T7-007	0
T7-013	0
T7-012	0
T7-010	0
NK_H8_121	0
NK_H9_003	20
T7-240	0
T7-242	0
T7-266	0
T7-213	2
T7-488	0
T7-209	4
T7-225	0
T7-482	0
NK_H3_025	0
